As       -30981.
Se       -46724.
Br       -56232.805
Kr       -68769.319
Rb       -74772.524
Sr       -82867.392
Y        -84817.054
Zr       -88459.630
Nb       -86453.745
Mo       -86807.827
Tc       -78925.692
Ru       -74301.201
Rh       -62999.087
Pd       -55070.
