Sb       -43939.
Te       -56356.721
I        -63595.890
Xe       -72986.451
Cs       -77050.330
Ba       -83270.226
La       -84318.245
Ce       -88079.178
Pr       -84691.178
Nd       -84253.772
Pm       -78208.572
Sm       -75455.934
Eu       -66985.934
Gd       -61782.271
Tb       -50482.271
Dy       -42830.
Ho       -29259.
