Br       -34055.
Kr       -47423.491
Rb       -58519.121
Sr       -68582.214
Y        -76127.179
Zr       -82948.417
Nb       -85608.088
Mo       -87543.559
Tc       -87218.851
Ru       -86119.303
Rh       -82596.303
Pd       -77805.842
Ag       -70825.842
Cd       -60454.
In       -47189.
