Au       -2468.
Hg       -8644.
Tl       -13637.674
Pb       -17614.122
Bi       -18258.150
Po       -16365.570
At       -12882.361
Rn       -8928.826
Fr       -3767.956
Ra       1854.098
Ac       8844.314
Th       16536.789
