Ru       -45047.
Rh       -56430.
Pd       -66182.327
Ag       -74402.820
Cd       -81073.825
In       -85836.183
Sn       -89197.486
Sb       -89598.575
Te       -88544.269
I        -86251.640
Xe       -82480.985
Cs       -77102.331
Ba       -70744.836
La       -62270.
Ce       -52769.
Pr       -41619.
