Zn       -25840.
Ga       -40064.
Ge       -53123.419
As       -63189.143
Se       -72413.635
Br       -78575.468
Kr       -81480.330
Rb       -82167.33008
Sr       -81103.276
Y        -77842.123
Zr       -73174.025
Nb       -66279.675
Mo       -57509.752
Tc       -46034.
