Mo       -41500.
Tc       -51456.
Ru       -64068.907
Rh       -70739.025
Pd       -79831.849
Ag       -82542.653
Cd       -88712.556
In       -88249.746
Sn       -91525.995
Sb       -86821.654
Te       -85268.961
I        -77492.236
Xe       -73046.723
Cs       -62063.
Ba       -54697.
La       -40702.
