V        -16171.
Cr       -33459.
Mn       -42989.034
Fe       -54969.544
Co       -59791.888
Ni       -67098.478
Cu       -65424.094
Zn       -66003.789
Ga       -58832.751
Ge       -54315.496
As       -39652.
Se       -26929.
