Zn       -32410.
Ga       -44283.
Ge       -58148.427
As       -65853.559
Se       -75947.721
Br       -77783.084
Kr       -82439.33541
Rb       -79758.960
Sr       -80649.555
Y        -73893.476
Zr       -71420.533
Nb       -61021.
Mo       -54502.
