Ce       -44870.
Pr       -51568.
Nd       -60473.620
Pm       -64163.620
Sm       -69362.706
Eu       -70085.148
Gd       -72534.282
Tb       -70090.097
Dy       -70528.335
Ho       -65478.335
Er       -64210.384
Tm       -56828.983
Yb       -53258.450
Lu       -43749.924
Hf       -37867.276
Ta       -26054.
