In       -46528.
Sn       -60632.243
Sb       -69689.625
Te       -77727.859
I        -83788.959
Xe       -86416.766
Cs       -87581.815
Ba       -87850.713
La       -86643.508
Ce       -84616.356
Pr       -80935.860
Nd       -76213.609
Pm       -70026.925
Sm       -62857.215
Eu       -54148.
Gd       -44293.
Tb       -32825.
