Gd       -44153.
Tb       -50329.
Dy       -55597.587
Ho       -58797.587
Er       -60922.642
Tm       -61275.641
Yb       -60377.101
Lu       -58084.101
Hf       -54716.889
Ta       -50290.430
W        -44917.716
Re       -38409.165
Os       -30722.931
Ir       -22077.816
Pt       -12513.
Au       -1788.
