Lu       -36412.
Hf       -41501.557
Ta       -42841.557
W        -45707.557
Re       -44224.718
Os       -44256.643
Ir       -39610.851
Pt       -37338.832
Au       -30318.710
Hg       -26348.678
Tl       -16873.221
Pb       -11051.523
Bi       1187.428
