S        21203.
Cl       1146.
Ar       -16860.
K        -29611.491
Ca       -41299.895
Sc       -46561.073
Ti       -48562.809
V        -47960.953
Cr       -45332.693
Mn       -37636.738
Fe       -24750.727
Co       -10330.
Ni       7173.
