Ba       -42094.
La       -49537.
Ce       -59057.
Pr       -63758.063
Nd       -70148.749
Pm       -71253.533
Sm       -74761.968
Eu       -72887.371
Gd       -74706.290
Tb       -70716.290
Dy       -70117.944
Ho       -63599.035
Er       -60493.935
Tm       -51770.574
Yb       -46320.681
Lu       -33422.
